company_id,company_name,city,registration_date,revenue,net_profit,authorized_capital,inn,contracts_count,customer_sum,supplier_sum,inspections_count,inspections_violations,inspections_knm,plaintiff_cases,defendant_cases,licenses_count,trademarks_count,branches_count,representatives_count,property_form_numeric,company_type_numeric
1036603994558-npo-introtest,"""НПО ""ИНТРОТЕСТ""",Екатеринбург,1991-05-16,385200000.0,19500000.0,235000.0,6661010721.0,20.0,0.0,55900000.0,4.0,1.0,2.0,14.0,0.0,1.0,,,,11.0,1
1107746911920-npc-nk-kropus,"""НПЦ НК ""КРОПУС""",Москва,2010-11-10,486200000.0,13000000.0,10000.0,7723776863.0,8.0,0.0,1200000.0,,,,,,,,,,11.0,2
1025201337182-aviatekh,"""АВИАТЕХ""",Арзамас,2000-06-30,391100000.0,38300000.0,12600.0,5243015713.0,11.0,0.0,3300000.0,,,,,,,,,,11.0,1
1057812638839,"""НПП"" ТРИМ СШП ИЗМЕРИТЕЛЬНЫЕ СИСТЕМЫ""",Санкт-Петербург,2005-10-14,197600000.0,-6200000.0,10000.0,7804323773.0,26.0,0.0,761700000.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,11.0,2
1147017001230-tikom,"""ТИКОМ""",Томск,2014-01-22,397700000.0,11600000.0,10000.0,7017346017.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,,,,11.0,2
1167746288973-ntc-metrotek,"""НТЦ МЕТРОТЕК""",Москва,2016-03-23,375900000.0,-52700000.0,10000.0,9715250083.0,,,,,,,,,,,,,11.0,2
1026700945061-safonovsky-zavod-teplokontrol,"""САФОНОВСКИЙ ЗАВОД ""ТЕПЛОКОНТРОЛЬ""",Сафоново,1993-05-21,411400000.0,50800000.0,235000.0,6726001460.0,11.0,0.0,3400000.0,20.0,7.0,10.0,6.0,7.0,2.0,4.0,,,11.0,1
1037739360955-skb-termopribor,"СКБ ""ТЕРМОПРИБОР""",Москва,1993-04-05,460500000.0,40000000.0,235000.0,7724123433.0,21.0,0.0,41900000.0,,,,1.0,0.0,,1.0,,,11.0,1
1177746951513-ehmsk,"""ЭМСК""",Москва,2017-09-08,450200000.0,6200000.0,150000.0,7743224973.0,,,,,,,2.0,1.0,,,,,11.0,2
1022601939722-zga-ns,"""ЗГА ""НС""",Ставрополь,2000-05-29,216600000.0,132100000.0,,2635052710.0,6.0,0.0,23900000.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,,,11.0,2
1096450004793-pkf-ehnergosistemy,"""ПКФ""ЭНЕРГОСИСТЕМЫ""",Саратов,2009-06-19,482300000.0,39900000.0,10000.0,6450938905.0,22.0,0.0,12300000.0,1.0,1.0,1.0,4.0,0.0,,1.0,,,11.0,2
1027739808524-irkos,"""ИРКОС""",Москва,1992-05-13,366400000.0,-22500000.0,235000.0,7717013976.0,39.0,0.0,408900000.0,0.0,0.0,3.0,4.0,0.0,,2.0,,,11.0,1
1156658098288-uralavtomatika-inzhiniring,"""УРАЛАВТОМАТИКА ИНЖИНИРИНГ""",Екатеринбург,2015-12-07,400300000.0,45200000.0,235000.0,6685103936.0,1.0,0.0,10500000.0,,,,2.0,1.0,,1.0,,,11.0,2
1167746723209-start-servis,"""СТАРТ-СЕРВИС""",Москва,2016-08-02,495300000.0,138400000.0,100000.0,7704366822.0,1.0,0.0,9300000.0,,,,0.0,1.0,1.0,,,,11.0,2
1027809210263-girooptika,"""ГИРООПТИКА""",Санкт-Петербург,1992-03-12,323900000.0,18100000.0,235000.0,7815009696.0,7.0,0.0,428500000.0,0.0,0.0,5.0,6.0,0.0,3.0,1.0,,,11.0,1
1037735023831-vxi-sistemy,"""VXI-СИСТЕМЫ""",Москва,2003-10-27,366700000.0,61100000.0,120000.0,7735126740.0,36.0,0.0,274000000.0,1.0,0.0,3.0,8.0,3.0,,1.0,,,11.0,2
1097746164119-ntc-promtekhaehro,"""НТЦ ПРОМТЕХАЭРО""",Москва,2009-03-25,,,235000.0,7709827690.0,660.0,3100000000.0,1800000000.0,0.0,0.0,8.0,8.0,12.0,2.0,2.0,,,11.0,1
1117449004628-po-kompas,"""ПО""КОМПАС""",Челябинск,2011-08-25,488800000.0,28600000.0,235000.0,7449105192.0,1.0,0.0,1100000.0,0.0,0.0,2.0,2.0,0.0,1.0,,1.0,0.0,11.0,2
1036206000665-npk-radarservis,"НПК ""РАДАРСЕРВИС""",Рязань,2003-02-02,336700000.0,21000000.0,235000.0,6229032532.0,,,,1.0,0.0,2.0,0.0,1.0,2.0,1.0,,,11.0,2
1145263000893-ehmdep-rus,"""ЭМДЕП РУС""",Нижний Новгород,2014-02-13,116600000.0,8300000.000000001,235000.0,5263104665.0,,,,,,,1.0,3.0,,,,,9.0,2
1207800118261-zavod-rgp,"""ЗАВОД РГП""",Санкт-Петербург,2020-09-17,443400000.0,70100000.0,50000.0,7807243815.0,,,,,,,2.0,0.0,,,,,11.0,2
1036719800281-safonovsky-zavod-gidrometpribor,"""САФОНОВСКИЙ ЗАВОД ""ГИДРОМЕТПРИБОР""",Сафоново,2003-02-28,,,235000.0,6726009364.0,375.0,625600000.0,7600000000.0,18.0,8.0,13.0,8.0,16.0,4.0,1.0,,,2.0,1
1047855035601-po-ehrikon-montazh,"""ПО ""ЭРИКОН - МОНТАЖ""",Санкт-Петербург,2004-07-09,364800000.0,87400000.0,235000.0,7816352592.0,16.0,0.0,45100000.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,11.0,2
1057810054906-viehls,"""ВИЭЛС""",,2005-02-08,376100000.0,57800000.0,10000.0,7802315720.0,4.0,0.0,124800000.0,,,,,,1.0,,,,11.0,2
1023601568484-inzhenernoe-byuro-vaso,"""ИНЖЕНЕРНОЕ БЮРО ВАСО""",Воронеж,2000-08-03,370200000.0,37200000.0,10400.0,3663033951.0,27.0,0.0,107300000.0,2.0,0.0,0.0,9.0,7.0,4.0,1.0,,,11.0,2
1026701421361-piramida,"""ПИРАМИДА""",Смоленск,1993-08-17,276200000.0,26300000.0,235000.0,6731009850.0,21.0,0.0,183600000.0,19.0,11.0,2.0,9.0,0.0,3.0,,,,11.0,1
1027100591616-himpribor-1,"""ХИМПРИБОР-1""",Тула,1993-03-02,303800000.0,10500000.0,235000.0,,,,,,,,,,,,,,,0
1035004253019-npo-tekhno-as,"""НПО ТЕХНО-АС""",Коломна,1999-01-18,508800000.0,12500000.0,10000.0,5022005435.0,15.0,0.0,5300000.0,,,,8.0,0.0,,,,,11.0,2
1155749002584-releon,"""РЕЛЕОН""",,2015-03-16,361700000.0,140700000.0,10000.0,5753061837.0,,,,,,,0.0,1.0,,2.0,,,11.0,2
1107847202693-npo-agat,"""НПО ""АГАТ""",Санкт-Петербург,2010-06-28,286200000.0,3800000.0,235000.0,7841428566.0,19.0,0.0,15700000.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,,,11.0,2
1027809225520-intek,"""ИНТЕК""",Санкт-Петербург,1992-01-17,437200000.0,40200000.0,200000.0,7815019302.0,2.0,0.0,454200.0,2.0,1.0,1.0,1.0,0.0,,,,,10.0,1
1065243033789-aehmz,"""АЭМЗ""",Арзамас,2006-12-25,228800000.0,-19300000.0,235000.0,5243024500.0,6.0,0.0,2100000.0,18.0,8.0,3.0,7.0,3.0,2.0,,,,11.0,2
1115904003093-girolab,"""ГИРОЛАБ""",Пермь,2011-02-24,437700000.0,72700000.0,10000.0,5904244578.0,16.0,0.0,62600000.0,,,,2.0,0.0,1.0,,,,11.0,2
1037789036064-form,"""ФОРМ""",Москва,2003-12-09,296800000.0,49900000.0,10000.0,7713515647.0,52.0,0.0,1200000000.0,0.0,0.0,1.0,,,,4.0,,,11.0,2
1077847068287-ipc-specavtomatiki,"""ИПЦ СПЕЦАВТОМАТИКИ""",Санкт-Петербург,2007-03-01,432500000.0,116100000.0,10000.0,7806356044.0,9.0,0.0,215400000.0,0.0,0.0,6.0,2.0,2.0,2.0,2.0,,,11.0,2
1027739299060-npodar,НПОДАР,Москва,2000-07-11,,,235000.0,7713269230.0,39.0,32800000.0,1900000000.0,2.0,1.0,10.0,14.0,38.0,7.0,4.0,,,11.0,1
1036603493453-npf-ati,"НПФ ""АТИ""",Екатеринбург,1991-09-26,361100000.0,52300000.0,10000.0,6660068888.0,,,,0.0,0.0,1.0,5.0,1.0,,,,,11.0,2
1027100517256-npo-strela,"""НПО ""СТРЕЛА""",Тула,2002-04-24,,,235000.0,7103028233.0,1082.0,9000000000.0,687500000.0,38.0,20.0,37.0,56.0,38.0,12.0,1.0,1.0,0.0,6.0,3
1177031067840-npp-magnit-m,"НПП ""МАГНИТ М""",Томск,2017-03-07,394300000.0,25500000.0,30000.0,7017420503.0,,,,,,,2.0,5.0,,,,,11.0,2
1155043000551-delovoy-soyuz,"""ДЕЛОВОЙ СОЮЗ""",,2015-03-20,381300000.0,3000000.0,235000.0,5077010635.0,14.0,0.0,103400000.0,1.0,0.0,3.0,7.0,4.0,1.0,,,,11.0,2
1045404680716-inversiya-sensor,"""ИНВЕРСИЯ-СЕНСОР""",Пермь,2004-06-09,404200000.0,1800000.0,235000.0,5408227286.0,33.0,0.0,68500000.0,1.0,0.0,6.0,8.0,1.0,,,,,11.0,2
1026101941282-npk-ehtalon,"НПК "" ЭТАЛОН """,Волгодонск,1992-12-10,311000000.0,30800000.0,10000.0,6143002656.0,40.0,0.0,62400000.0,17.0,6.0,12.0,7.0,2.0,10.0,1.0,,,11.0,0
1112538004776-aura-m,"""АУРА-М""",Хабаровск,2011-05-25,361900000.0,34200000.0,235000.0,2538147685.0,72.0,0.0,41400000.0,,,,10.0,0.0,,,,,11.0,2
1107746537084-pribor-gank,"""ПРИБОР-ГАНК""",Москва,2010-07-06,321100000.0,68600000.0,20000.0,7723763825.0,14.0,0.0,25100000.0,0.0,0.0,2.0,2.0,2.0,,,,,11.0,2
1155024000471-rv,"""РВ""",Красногорск,2015-02-03,163200000.0,-15500000.0,235000.0,5024151174.0,10.0,0.0,3000000.0,,,,,,,2.0,,,11.0,2
1160280123607-gost,"""ГОСТ""",Москва,2016-11-01,400100000.0,152300000.0,10000.0,264073386.0,85.0,0.0,234300000.0,1.0,1.0,1.0,5.0,3.0,,,,,11.0,2
1027802773921-parma,"""ПАРМА""",Санкт-Петербург,1992-04-03,433600000.0,59700000.0,235000.0,7812045760.0,64.0,0.0,67300000.0,7.0,3.0,3.0,2.0,0.0,4.0,4.0,,,11.0,2
1027739887669-sigma-optik,"""СИГМА-ОПТИК""",Москва,1994-06-02,286300000.0,47400000.0,160000.0,7735004572.0,1.0,0.0,52100000.0,0.0,0.0,1.0,3.0,1.0,,1.0,,,11.0,1
1225000072021-trinitehk,"""ТРИНИТЭК""",Одинцово,2022-07-11,395600000.0,149600000.0,235000.0,5032343112.0,,,,,,,,,,,,,11.0,2
1027802504069-lomo-meteo,"""ЛОМО МЕТЕО""",Санкт-Петербург,2001-04-05,370100000.0,26500000.0,20000.0,7804151299.0,48.0,0.0,191100000.0,0.0,0.0,2.0,0.0,4.0,2.0,,,,11.0,2
1171690009875-skb-nt,"СКБ ""НТ""",Казань,2017-02-03,299000000.0,16399999.999999998,11000.0,1660288027.0,1.0,0.0,1500000.0,,,,3.0,0.0,1.0,,,,11.0,2
1027810227015-npp-mars-ehnergo,"""НПП МАРС-ЭНЕРГО""",Санкт-Петербург,1998-10-02,316600000.0,-3600000.0,235000.0,7826694683.0,210.0,0.0,217500000.0,4.0,3.0,14.0,2.0,2.0,,4.0,,,11.0,2
1165543070967-kristall-m,"""КРИСТАЛЛ-М""",Омск,2016-05-30,529600000.0,23100000.0,200000.0,5503163554.0,1.0,0.0,100500.0,0.0,0.0,1.0,,,,,,,11.0,2
1037739077530-intelpribor,"""ИНТЕЛПРИБОР""",Москва,1999-12-14,226800000.0,13100000.0,235000.0,7708124246.0,223.0,0.0,157600000.0,1.0,1.0,1.0,22.0,1.0,1.0,,,,11.0,2
1067746648991-sensor,"""СЕНСОР""",Москва,2006-05-30,193000000.0,43100000.0,235000.0,7722578481.0,3.0,0.0,40700000.0,0.0,0.0,2.0,2.0,0.0,3.0,,,,11.0,2
1136733017365-pkb-sehp,"""ПКБ ""СЭП""",Вязьма,2013-10-31,129200000.0,-41500000.0,235000.0,6722041670.0,5.0,0.0,230900000.0,0.0,0.0,8.0,4.0,22.0,4.0,,1.0,0.0,11.0,0
1027723003846-intera,"""ИНТЕРА""",Москва,2002-09-19,376800000.0,39200000.0,100000.0,7723208109.0,11.0,0.0,13700000.0,0.0,0.0,1.0,2.0,0.0,,,,,11.0,1
1055743016702-livenka,"""ЛИВЕНКА""",Ливны,2005-06-23,372500000.0,28200000.0,235000.0,5702007662.0,2.0,0.0,4400000.0,9.0,4.0,9.0,7.0,1.0,,,,,11.0,2
1026403056822-promehlektronika,"""ПРОМЭЛЕКТРОНИКА""",Саратов,1998-12-09,216400000.0,7500000.0,235000.0,6454004102.0,99.0,0.0,410100000.0,13.0,6.0,6.0,23.0,5.0,,1.0,,,11.0,1
1035003950046-termopribor,"""ТЕРМОПРИБОР""",Клин,1992-11-11,358400000.0,1700000.0,235000.0,5020002728.0,6.0,0.0,5600000.0,15.0,10.0,4.0,6.0,3.0,4.0,1.0,,,11.0,1
1037701900752-td-tekhnekon,"""ТД ""ТЕХНЕКОН""",Москва,2003-05-26,334500000.0,18700000.0,10000.0,7701336185.0,33.0,0.0,93700000.0,,,,,,,,,,11.0,2
1085010000305-iftp,"""ИФТП""",Дубна,2008-01-31,243200000.0,40600000.0,235000.0,5010036527.0,56.0,0.0,273900000.0,8.0,4.0,4.0,6.0,0.0,8.0,,,,11.0,1
1027100522250-modem-tekhno,"""МОДЕМ-ТЕХНО""",Тула,2001-11-13,280000000.0,85200000.0,30000.0,7103026839.0,16.0,0.0,73800000.0,0.0,0.0,3.0,4.0,0.0,,,,,11.0,2
1167031055993-npk-magnit-m,"НПК ""МАГНИТ М""",Томск,2016-03-28,381900000.0,8199999.999999999,10000.0,7017398424.0,7.0,0.0,9000000.0,,,,7.0,2.0,,,,,11.0,2
1227700420232-novoteks-sistems,"""НОВОТЕКС СИСТЕМС""",Москва,2022-07-14,321500000.0,15100000.0,100000.0,9723161180.0,,,,,,,,,1.0,,,,8.0,2
5077746711334-himlabo,"""ХИМЛАБО""",Москва,2007-04-25,309500000.0,57500000.0,40000.0,7735529724.0,329.0,0.0,300400000.0,1.0,1.0,2.0,3.0,0.0,,1.0,,,11.0,2
1107847387372-nyukom-ndt,"""НЬЮКОМ-НДТ""",Санкт-Петербург,2010-11-18,422000000.0,48400000.0,235000.0,7804449350.0,5.0,0.0,3200000.0,,,,2.0,0.0,1.0,,,,11.0,2
1227700630585-izmeritelnye-resheniya,"""ИЗМЕРИТЕЛЬНЫЕ РЕШЕНИЯ""",Москва,2022-10-04,354400000.0,66500000.0,10000.0,9723170730.0,,,,,,,,,,2.0,,,11.0,2
1025006173862-sniip-askur,"""СНИИП-АСКУР""",Москва,2000-03-20,348700000.0,26600000.0,10000.0,5047037414.0,40.0,0.0,249600000.0,,,,,,5.0,,,,11.0,2
1037800001568-vibro-pribor,"""ВИБРО-ПРИБОР""",Санкт-Петербург,1997-04-21,377300000.0,62600000.0,40000.0,7801090626.0,14.0,0.0,79400000.0,3.0,1.0,4.0,4.0,0.0,3.0,1.0,,,11.0,1
1127847155160-atompromkompleks,"""АТОМПРОМКОМПЛЕКС""",Санкт-Петербург,2012-03-28,291100000.0,32000000.0,235000.0,7841461436.0,56.0,0.0,582100000.0,1.0,0.0,3.0,1.0,1.0,3.0,,,,11.0,2
1157017008170-npk-tesart,"НПК ""ТЕСАРТ""",Томск,2015-05-07,431000000.0,3900000.0,10000.0,7017376646.0,8.0,0.0,16200000.0,,,,,,,,,,11.0,2
1186234007145-teplopribor,"""ТЕПЛОПРИБОР""",Рязань,2018-05-11,,,235000.0,6230109243.0,1.0,0.0,15100.0,6.0,2.0,9.0,13.0,0.0,7.0,1.0,,,11.0,2
1237400027369-metrika,"""МЕТРИКА""",Челябинск,2023-06-30,290000000.0,37900000.0,235000.0,7453354547.0,,,,0.0,0.0,1.0,,,,,,,11.0,2
1097452002944-ehmis-ino,"""ЭМИС ИНО""",Челябинск,2009-06-02,391500000.0,11200000.0,100000.0,7452071507.0,,,,,,,,,,,,,10.0,2
1027802734849-associaciya-vast,"""АССОЦИАЦИЯ ВАСТ""",Санкт-Петербург,1998-05-18,333400000.0,4800000.0,235000.0,7826690008.0,32.0,0.0,33800000.0,1.0,0.0,0.0,5.0,0.0,2.0,3.0,,,11.0,2
1177847007150-ksi,"""КСИ""",Санкт-Петербург,2017-01-16,,-17600000.0,10000.0,7801326335.0,,,,,,,,,,,,,11.0,2
1137746524354-ntc-ehkofizpribor,"""НТЦ ЭКОФИЗПРИБОР""",Москва,2013-06-20,421300000.0,96700000.0,100000.0,7726724172.0,1.0,0.0,620200.0,0.0,0.0,1.0,2.0,0.0,,1.0,,,11.0,2
5067847486988-fortehks,"""ФОРТЭКС""",Санкт-Петербург,2006-10-30,370800000.0,65800000.0,18000.0,7804348496.0,,,,3.0,3.0,1.0,3.0,0.0,,,,,11.0,0
1127746072266-ehnergetika,"""ЭНЕРГЕТИКА""",Москва,2012-02-07,361200000.0,22000000.0,20000.0,7705976605.0,14.0,0.0,6400000.0,,,,1.0,1.0,,10.0,,,11.0,2
1026402656147-sinkross,"""СИНКРОСС""",Саратов,1991-03-19,250400000.0,5300000.0,,6452006432.0,24.0,0.0,185300000.0,4.0,2.0,0.0,10.0,0.0,,1.0,1.0,0.0,11.0,2
1037804040262-yunitest-rentgen,"""ЮНИТЕСТ-РЕНТГЕН""",Санкт-Петербург,2003-03-25,341000000.0,9300000.0,235000.0,7802208920.0,13.0,0.0,75600000.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,,,11.0,1
1037403864068-npp-interpribor,"НПП ""ИНТЕРПРИБОР""",Челябинск,2003-02-14,261500000.0,151600000.0,10000.0,7453096769.0,35.0,0.0,6400000.0,,,,3.0,5.0,,1.0,,,11.0,2
1027739665480-intron-plyus,"""ИНТРОН ПЛЮС""",Москва,1992-02-24,289600000.0,120400000.0,235000.0,7722008795.0,31.0,0.0,106600000.0,0.0,0.0,1.0,,,,,,,11.0,2
1027739562400-ehnal,"""ЭНАЛ""",Москва,1993-12-23,286500000.0,55600000.0,235000.0,7717011584.0,19.0,0.0,15300000.0,1.0,0.0,0.0,1.0,1.0,,1.0,,,11.0,1
1026401988249,"ЭОКБ ""СИГНАЛ"" ИМ. А.И. ГЛУХАРЕВА",,2002-11-13,,,235000.0,6449013609.0,87.0,86500000.0,334000000.0,20.0,8.0,16.0,68.0,22.0,3.0,1.0,,,6.0,1
1025005118016-vnipivzryvgeofizika,"""ВНИПИВЗРЫВГЕОФИЗИКА""",Раменское,1998-08-06,2600000.0,-7800000.0,235000.0,5040006664.0,1.0,0.0,2400000.0,12.0,9.0,12.0,16.0,3.0,9.0,,,,11.0,1
1035507032593-npp-ehtalon,"""НПП""ЭТАЛОН""",Омск,2003-12-29,302000000.0,10900000.0,235000.0,5504087401.0,976.0,370700000.0,83000000.0,33.0,15.0,10.0,1.0,2.0,1.0,1.0,,,2.0,1
1036603526464-infratest,"""ИНФРАТЕСТ""",Екатеринбург,2003-07-28,385100000.0,62800000.0,34500.0,6670035151.0,5.0,0.0,2400000.0,0.0,0.0,1.0,,,,,,,11.0,2
5167746376342-aterna,"""АТЕРНА""",Москва,2016-11-28,377900000.0,72100000.0,10000.0,9718037363.0,,,,,,,1.0,2.0,,,,,11.0,2
1095917000200-vektor-pm,"""ВЕКТОР-ПМ""",Пермь,2009-02-03,300200000.0,19400000.0,10000.0,5917597940.0,19.0,0.0,5700000.0,0.0,0.0,3.0,20.0,2.0,,5.0,,,11.0,2
1061650009244-rivalkom,"""РИВАЛКОМ""",Набережные Челны,2006-02-08,345900000.0,85400000.0,235000.0,1650136480.0,8.0,0.0,6400000.0,0.0,0.0,3.0,13.0,0.0,1.0,2.0,,,11.0,2
1092302001978-kubanvesservis,"""КУБАНЬВЕССЕРВИС""",,2009-10-26,306800000.0,16300000.0,10000.0,2302062110.0,78.0,0.0,180100000.0,1.0,1.0,1.0,34.0,7.0,1.0,,,,11.0,2
1027700076667-santek-2,"""САНТЕК 2 """,Москва,1998-12-10,216300000.0,27800000.0,15000.0,,,,,,,,,,,,,,,2
1071001010893-npo-tekhnodar,"НПО ""ТЕХНОДАР""",Петрозаводск,2007-06-21,228100000.0,44200000.0,235000.0,1001193491.0,77.0,0.0,120300000.0,1.0,0.0,2.0,8.0,6.0,,1.0,,,11.0,2
1026401974972-ehpo-signal,"ЭПО "" СИГНАЛ """,,2002-07-25,,,235000.0,6449042991.0,213.0,0.0,618500000.0,30.0,16.0,15.0,17.0,3.0,11.0,2.0,,,11.0,2
1177746536428-ehlemer-r,"""ЭЛЕМЕР-Р""",Москва,2017-05-30,382000000.0,61100000.0,235000.0,7735163188.0,,,,0.0,0.0,1.0,2.0,0.0,,,,,11.0,2
1025301187130-zavod-staroruspribor,"""ЗАВОД""СТАРОРУСПРИБОР""",Старая Русса,1992-12-18,186500000.0,6000000.0,235000.0,5322001086.0,6.0,0.0,128300000.0,33.0,30.0,10.0,13.0,24.0,3.0,1.0,,,11.0,3
1160280130405-rscim,"""РСЦИМ""",Нефтекамск,2016-11-29,282100000.0,85200000.0,10000.0,264073594.0,38.0,0.0,142700000.0,,,,9.0,1.0,,,,,11.0,2
1035511016881-po-ehtp,"""ПО ""ЭТП""",Омск,2003-10-06,293900000.0,6500000.0,20000.0,5506052891.0,8.0,0.0,3500000.0,4.0,1.0,5.0,2.0,0.0,,2.0,,,11.0,1
1177325021829-midaus,МИДАУС,Ульяновск,2017-12-01,405400000.0,10200000.0,15000.0,7326056481.0,,,,2.0,1.0,3.0,,,,,,,11.0,2
1036405048943-promavtomatika,"""ПРОМАВТОМАТИКА""",Саратов,2003-12-19,287100000.0,683000.0,100000.0,6450072422.0,,,,8.0,2.0,13.0,1.0,0.0,2.0,,,,11.0,2
1097746463748-ehkofizika,"""ЭКОФИЗИКА""",Москва,2009-08-19,262700000.0,173900000.0,10000.0,7728706838.0,98.0,0.0,24200000.0,,,,,,,,,,11.0,2
1112310006820-nis-glonass,"""НИС-ГЛОНАСС""",Краснодар,2011-11-16,294300000.0,48200000.0,10000.0,2310158351.0,8.0,0.0,10500000.0,,,,4.0,0.0,,,,,11.0,2
1197746122122-330-om,"""330 ОМ""",Москва,2019-02-19,269000000.0,6000000.0,100000.0,,,,,,,,,,,,,,,2
1025202198230-globaltest,"""ГЛОБАЛТЕСТ""",Саров,1999-06-09,269700000.0,3700000.0,,5254021532.0,119.0,0.0,182900000.0,3.0,1.0,2.0,15.0,0.0,3.0,2.0,1.0,0.0,11.0,2
1027700335618-mzta,"""МЗТА""",Москва,1994-05-23,160300000.0,671000.0,235000.0,7719008315.0,1.0,0.0,1200000.0,15.0,10.0,56.0,41.0,5.0,1.0,1.0,,,11.0,1
1037739255510-kortehk,"""КОРТЭК""",Москва,1993-09-02,298200000.0,102600000.0,100000.0,7713011865.0,235.0,0.0,458600000.0,1.0,0.0,0.0,1.0,0.0,,,,,11.0,2
1095902004153-dimrus,"""ДИМРУС""",,2009-06-01,363500000.0,48700000.0,10000.0,5902855878.0,24.0,0.0,21200000.0,0.0,0.0,4.0,2.0,1.0,,,,,11.0,2
1097746775026-npc-promtekh,"""НПЦ ПРОМТЕХ""",Москва,2009-12-03,252700000.0,11100000.0,10000.0,7718787186.0,7.0,0.0,43700000.0,0.0,0.0,3.0,5.0,2.0,,3.0,,,11.0,2
1117746143228-radiolayn,"""РАДИОЛАЙН""",Москва,2011-02-28,203500000.0,2700000.0,20000.0,7718837905.0,20.0,0.0,779000000.0,0.0,0.0,3.0,3.0,0.0,,,,,11.0,2
1185029016424-pk-novosistems,"""ПК НОВОСИСТЕМС""",Мытищи,2018-08-15,374500000.0,9000000.0,100000.0,5029232780.0,5.0,0.0,3400000.0,,,,1.0,0.0,,,,,11.0,2
1207700270524-rtk-avtomatika,"""РТК АВТОМАТИКА""",Москва,2020-08-03,230000000.0,1800000.0,100000.0,9719006061.0,,,,,,,,,,1.0,,,11.0,2
5067847094860-spb-zip,"""СПБ ЗИП""",Санкт-Петербург,2006-06-20,269500000.0,1800000.0,235000.0,7813350043.0,2.0,0.0,459000.0,1.0,0.0,2.0,12.0,0.0,,,,,11.0,2
1027806885732-spektroflehsh,"""СПЕКТРОФЛЭШ""",Санкт-Петербург,1990-12-29,282100000.0,59400000.0,235000.0,7813030406.0,6.0,0.0,1100000.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,,,11.0,2
1092221003786-agfz,"""АГФЗ""",Барнаул,2009-05-15,165200000.0,-5900000.0,100000.0,2221172241.0,7.0,0.0,50100000.0,7.0,4.0,8.0,6.0,4.0,3.0,,,,11.0,2
1196658001297-npp-strukturnaya-diagnostika,"""НПП ""СТРУКТУРНАЯ ДИАГНОСТИКА""",Екатеринбург,2019-01-16,292500000.0,130300000.0,10000.0,6670477270.0,,,,,,,,,,,,,11.0,2
1026604943133-avitek-plyus,"""АВИТЕК-ПЛЮС""",Екатеринбург,1996-11-15,278200000.0,24900000.0,60000.0,6660096194.0,9.0,0.0,39800000.0,0.0,0.0,1.0,20.0,0.0,,4.0,,,11.0,2
1127746597373-rtkom,"""РТКОМ""",Москва,2012-08-02,412600000.0,1100000.0,18000.0,7726702274.0,4.0,0.0,97800000.0,,,,,,,,,,11.0,2
1020300971536-ehtm,"""ЭТМ""",Улан-Удэ,2002-03-29,213600000.0,23100000.0,235000.0,323085570.0,27.0,20200000.0,1500000.0,8.0,1.0,3.0,21.0,12.0,2.0,3.0,,,11.0,1
1097746208702-konvels-avtomatizaciya,"""КОНВЕЛС АВТОМАТИЗАЦИЯ""",Москва,2009-04-10,273500000.0,90300000.0,10000.0,7713684878.0,3.0,0.0,104800000.0,2.0,1.0,0.0,2.0,3.0,9.0,5.0,,,11.0,2
1153123000601-zavod-mikrodat,"""ЗАВОД МИКРОДАТ""",Белгород,2015-01-26,268900000.0,11000000.0,10000.0,3123358521.0,,,,2.0,0.0,3.0,1.0,0.0,,,,,10.0,2
1036301730310-zhrz,"""ЖРЗ""",Жигулевск,2003-01-20,,,235000.0,6345012304.0,367.0,758300000.0,6300000000.0,7.0,3.0,15.0,2.0,0.0,6.0,,,,2.0,1
1025201755908-pa-ko,"""ПА КО""",Дзержинск,2001-12-03,281700000.0,1800000.0,31000.0,5249062068.0,,,,,,,,,,,,,11.0,2
1027403889226-interpribor,"""ИНТЕРПРИБОР""",Челябинск,2002-12-22,280600000.0,148200000.0,10000.0,7453022301.0,4.0,0.0,1200000.0,0.0,0.0,2.0,3.0,7.0,,,,,11.0,2
1037804054530-vimatek,"""ВИМАТЕК""",Санкт-Петербург,2003-06-23,342000000.0,8700000.0,50000.0,7802214659.0,7.0,0.0,30500000.0,0.0,0.0,1.0,5.0,1.0,,7.0,,,10.0,1
1144205013743-str,"""СТР""",Кемерово,2014-08-21,225900000.0,96200000.0,10000.0,4205293475.0,,,,,,,2.0,0.0,,1.0,,,11.0,2
1075074012111-akon,"""АКОН""",Богородицк,2007-09-18,239100000.0,56500000.0,200000.0,5021016071.0,,,,1.0,0.0,4.0,1.0,0.0,1.0,8.0,,,11.0,2
1025400526238-npf-tori,"НПФ ""ТОРИ""",Новосибирск,1994-12-27,150100000.0,110800000.0,12100.0,5401127998.0,1.0,0.0,1000000.0,,,,,,,,,,11.0,2
1027739713407-pik-progress,"""ПИК ПРОГРЕСС""",Москва,1994-12-08,301900000.0,41100000.0,25000.0,7721028615.0,7.0,0.0,133100000.0,2.0,1.0,0.0,,,,,,,11.0,0
